0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
201939,Stephen Curry,Stephen,1610612744,GSW,33.0,63,37,26,0.587,2151.5183333333334,658,1365,0.482,337,801,0.421,362,395,0.916,29,316,345,363,213,77,8,56,119,290,2015,244,3015.5,8,0,3230.0,99,73,341,158,27,4,3,160,1,1,49,8,13,39,232,44,74,19,6,29,327,507,409,20,1,35,8,64,29,4,5,"201939,1610612744"
